,Año,Cve..Municipio,Municipio,Bien.jurídico.afectado,Tipo.de.delito,Subtipo.de.delito,Modalidad,Mes,Carpetas
972204,2016,14093,Tepatitlán de Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Diciembre,6.0
972299,2016,14094,Tequila,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Diciembre,2.0
972300,2016,14094,Tequila,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Diciembre,1.0
972302,2016,14094,Tequila,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Diciembre,1.0
972397,2016,14095,Teuchitlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Diciembre,4.0
972495,2016,14096,Tizapán el Alto,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Diciembre,1.0
972496,2016,14096,Tizapán el Alto,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Diciembre,2.0
972593,2016,14097,Tlajomulco de Zúñiga,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Diciembre,13.0
972594,2016,14097,Tlajomulco de Zúñiga,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Diciembre,45.0
972595,2016,14097,Tlajomulco de Zúñiga,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Diciembre,2.0
